	claim	lable	link
5410	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5411	Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.	false	https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/
5412	A very spicy pepper burned a hole through a man's esophagus.	false	https://www.snopes.com/fact-check/can-ghost-peppers-burn-a-hole-in-your-esophagus/
5413	Donald Trump will legalize marijuana in all 50 states.	false	https://www.snopes.com/fact-check/donald-trump-says-hell-legalize-weed-in-every-state/
5414		false	https://www.snopes.com/fact-check/european-union-gag-order-on-revealing-muslim-terrorists-religion/
5415	People protesting Donald Trump's presidency will be charged with terrorism under a new law.	false	https://www.snopes.com/fact-check/law-charges-protesters-with-terrorism/
5416	President Obama added a record 572 pages of new regulations in one day.	false	https://www.snopes.com/fact-check/obama-sets-record-with-572-pages-of-new-regulations-in-one-day/
5417		false	https://www.snopes.com/fact-check/the-gap-is-using-merry-christmas-signs-instead-of-happy-holidays/
5418		false	https://www.snopes.com/fact-check/kid-rock-dumbfckistan-t-shirt/
5419	"A photograph shows Donald Trump and Vladimir Putin on a billboard above the words ""Let's make the world great again — together."""	True	https://www.snopes.com/fact-check/russian-billboard-features-trump-and-putin/
5420		false	https://www.snopes.com/fact-check/a-star-is-borne/
5421	Monica Petersen was killed after she discovered that the Clinton Foundation was involved in a child sex trafficking ring in Haiti.	false	https://www.snopes.com/fact-check/monica-petersen-killed/
5422	The characteristics of stereotypical millennial liberals make them less competitive, because they are in discord with the natural world.	false	https://www.snopes.com/fact-check/liberal-college-millennials-less-biologically-fit/
5423	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5424	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5425	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5426	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5427	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5428	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5429	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5430	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5431	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5432	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5433		false	https://www.snopes.com/fact-check/did-the-communist-party-of-the-usa-endorse-hillary-clinton/
5434		false	https://www.snopes.com/fact-check/trump-to-repurpose-uss-enterprise-into-floating-hotel-and-casino/
5435	Celebrity Cruise lines released an ad saying that Donald Trump's supporters were no longer welcome on their ships.	false	https://www.snopes.com/fact-check/celebrity-cruise-lines-attacks-trump-and-his-supporters-in-new-ad/
5436		false	https://www.snopes.com/fact-check/most-trump-protesters-didnt-vote/
5437		false	https://www.snopes.com/fact-check/mexican-supermarket-taking-donations-for-trump-border-wall/
5438	A Rutgers University professor was forced into a psychological evaluation due to political tweets.	false	https://www.snopes.com/fact-check/new-york-police-takes-rutgers-professor-for-psychological-evaluation-over-political-tweet/
5439		false	https://www.snopes.com/fact-check/assange-asks-for-pardon/
5440	A photograph of a nude young man pictures Judge William Pryor, a potential Supreme Court nominee.	false	https://www.snopes.com/fact-check/william-pryor-nude/
5441		false	https://www.snopes.com/fact-check/republican-senate-candidate-tells-melania-trump-to-sterilize-the-white-house/
5442		false	https://www.snopes.com/fact-check/woman-runs-husband-down-with-suv-because-he-voted-for-trump/
5443	Three million non-citzens voted illegally in the 2016 presidential election.	false	https://www.snopes.com/fact-check/three-million-votes-in-presidential-election-cast-by-illegal-aliens/
5444		false	https://www.snopes.com/fact-check/monsanto-suppressing-evidence-of-cancerous-herbicide-in-food/
5445	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5446	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5447	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5448	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5449	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5450	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5451	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5452	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5453	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5454	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5455		false	https://www.snopes.com/fact-check/texas-birth-certificates-illegals/
5456		false	https://www.snopes.com/fact-check/hunter-nearly-killed-by-brutal-sexual-assault-from-moose/
5457	Hillary Clinton threw a violent tantrum after losing the 2016 presidential election.	false	https://www.snopes.com/fact-check/hillary-clinton-had-drunken-meltdown-after-losing-the-election/
5458	Russian President Vladimir Putin issued an arrest warrant for George Soros.	false	https://www.snopes.com/fact-check/putin-issues-arrest-warrant-for-george-soros/
5459		false	https://www.snopes.com/fact-check/lady-gagas-arrested-for-twitter-attack-on-melania-trump/
5460		false	https://www.snopes.com/fact-check/bill-clinton-in-the-nude/
5461		false	https://www.snopes.com/fact-check/pepsi-ceo-tells-trump-supporters-to-take-their-business-elsewhere/
5462		false	https://www.snopes.com/fact-check/hillary-clinton-staged-hiking-photograph/
5463	After Donald Trump won the 2016 election, Ford decided to move production of their vehicles from Mexico to Ohio.	false	https://www.snopes.com/fact-check/ford-from-mexico-to-ohio/
5464		false	https://www.snopes.com/fact-check/offended-muslims-attack-christmas-tree/
5465	A police horse kicked a Black Lives Matter protester.	false	https://www.snopes.com/fact-check/police-horse-kicks-blm-protester/
5466	The father of a 4-year-old girl died after anti-Trump protesters blocked roads and delayed an ambulance from reaching the hospital.	false	https://www.snopes.com/fact-check/anti-trump-protesters-block-ambulance/
5467	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5468	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5469	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5470	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5471	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5472	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5473	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5474	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5475	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5476	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5477	Donald Trump was born 'Dawood Ibrahim Khan' in Pakistan.	false	https://www.snopes.com/fact-check/donald-trump-was-born-in-pakistan/
5478		false	https://www.snopes.com/fact-check/dakota-meyer-banned/
5479		false	https://www.snopes.com/fact-check/300000-wisconsin-voters-turned-away-due-to-voter-id-laws/
5480		false	https://www.snopes.com/fact-check/david-brooks-trump-needs-to-decide-if-he-prefers-to-resign-be-impeached-or-get-assassinated/
5481	“Clean coal technology” currently makes coal a clean source of energy and helps to reduce greenhouse gas emissions.	false	https://www.snopes.com/fact-check/can-clean-coal-actually-reduce-carbon-emissions/
5482	"Delayed military absentee ballots would have ""swung"" the presidential election for Hillary Clinton if they had been counted on time."	false	https://www.snopes.com/fact-check/military-absentee-ballots-clinton/
5483		false	https://www.snopes.com/fact-check/pope-francis-has-lost-all-faith-in-american-christians/
5484	Mike Pence credited 'gay conversion therapy' with saving his marriage.	false	https://www.snopes.com/fact-check/mike-pence-conversion-therapy/
5485	Melania Trump has filed for divorce over  her role as the First Lady of the United States.	false	https://www.snopes.com/fact-check/melania-trump-files-for-divorce/
5486		false	https://www.snopes.com/fact-check/bbc-weather-reporter-cursed/
5487		false	https://www.snopes.com/fact-check/revocation-of-independence/
5488	A woman set her husband on fire for molesting their daughter.	false	https://www.snopes.com/fact-check/woman-sets-her-husband-on-fire-for-raping-daughter/
5489	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5490	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5491	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5492	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5493	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5494	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5495	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5496	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5497	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5498	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5499	A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.	false	https://www.snopes.com/fact-check/blm-thug-shoots-himself-taking-selfie-with-gun-in-protest-of-trump/
5500	A Harvard Study showed that Tibetan Monks can significantly raise the temperature of their fingers, toes and other extremities through meditation alone.	True	https://www.snopes.com/fact-check/harvard-study-confirms-tibetan-monks-can-raise-body-temperature-with-their-minds/
5501	Maps shows that areas with high democratic populations also have high crime rates.	false	https://www.snopes.com/fact-check/crime-rates-democrats-vote/
5502		false	https://www.snopes.com/fact-check/protesters-beat-homeless-veteran/
5503		false	https://www.snopes.com/fact-check/trumps-first-order-flag-burning/
5504		True	https://www.snopes.com/fact-check/1922-new-york-times-hitler/
5505	President Obama will issue a “blanket pardon” for Hillary Clinton to cover any undiscovered past crimes.	false	https://www.snopes.com/fact-check/obama-hillary-blanket-pardon/
5506	A Hillary Clinton supporter defecated on a sign in protest of Donald Trump.	false	https://www.snopes.com/fact-check/clinton-supporter-defecated-on-sign/
5507	Abortion rates drop during Democratic presidencies and rise during Republican administrations.	false	https://www.snopes.com/fact-check/abortion-rates-presidencies/
5508	Maryland's electors ignored the statewide vote and gave the presidency to Hillary Clinton.	false	https://www.snopes.com/fact-check/maryland-refusing-electoral-college/
5509	A South African billionaire is offering a large sum of money to African-Americans who leave the country due to Trump's election.	false	https://www.snopes.com/fact-check/african-billionaire-million-leave/
5510		false	https://www.snopes.com/fact-check/anti-trump-protesters-bused-into-austin/
5511	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5512	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5513	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5514	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5515	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5516	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5517	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5518	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5519	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5520	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5521	Strange circular clouds formed over Israel shortly after Donald Trump won the 2016 presidential election.	false	https://www.snopes.com/fact-check/trumpets-and-a-circle-in-the-sky-above-israel/
5522	A photograph shows a violent anti-Trump protest in the United States in November 2016.	false	https://www.snopes.com/fact-check/anti-trump-protesters-destroy-america/
5523	A photograph shows a small car loaded down with hundreds of pounds of lumber and other building supplies.	True	https://www.snopes.com/fact-check/wood-you-do-this/
5524	Restaurant chains are offering free meals to U.S. military personnel in conjunction with Veterans Day.	True	https://www.snopes.com/fact-check/free-meals-for-veterans/
5525		false	https://www.snopes.com/fact-check/muslim-woman-told-to-hang-herself-with-hijab-at-walmart/
5526	Trump blasted the electoral college in 2012.	True	https://www.snopes.com/fact-check/trump-described-the-electoral-college-as-a-disaster/
5527		false	https://www.snopes.com/fact-check/obama-permanently-protected-planned-parenthood-from-defunding/
5528	Midterm exams at Yale were canceled because students were too upset by Donald Trump's election.	false	https://www.snopes.com/fact-check/yale-cancels-midterms-after-students-were-upset-by-trumps-win/
5529		false	https://www.snopes.com/fact-check/donald-trump-said-kiss-your-section-8-welfare-and-medicaid-goodbye/
5530	Gay Canadian filmmaker Chris Ball was severely beaten and bloodied by emboldened Donald Trump supporters shortly after the 2016 election.	false	https://www.snopes.com/fact-check/trump-supporters-beat-gay-man-in-california/
5531		True	https://www.snopes.com/fact-check/noam-chomsky-predicted-trumps-presidency/
5532	Hillary Clinton filed for divorce from Bill Clinton in November 2016.	false	https://www.snopes.com/fact-check/hillary-clinton-files-for-divorce-in-new-york-courts/
5533	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5534	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5535	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5536	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5537	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5538	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5539	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5540	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5541	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5542	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5543	A white man was beaten by a group of black people for voting Trump.	false	https://www.snopes.com/fact-check/black-mob-beats-white-man-for-voting-trump/
5544		false	https://www.snopes.com/fact-check/police-calm-millennial-protesters-by-handing-out-participation-trophies/
5545	President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump’s Environmental Protection Agencies.	True	https://www.snopes.com/fact-check/trump-taps-outspoken-climate-denier-to-oversee-epa-transition-team/
5546		false	https://www.snopes.com/fact-check/fake-cigarettes-are-being-sold-and-killing-people/
5547		false	https://www.snopes.com/fact-check/donald-trump-removed-pro-life-from-his-policies/
5548	President Obama has overruled Donald Trump's victory in the 2016 presidential election and ordered a revote.	false	https://www.snopes.com/fact-check/obama-signs-executive-order-declaring-investigation-into-election-results/
5549	Mike Pence signed a bill barring same-sex couples from seeking marriage licenses in Indiana.	false	https://www.snopes.com/fact-check/mike-pence-marriage-licenses/
5550		True	https://www.snopes.com/fact-check/canadas-immigration-web-site-crashed-after-2016-election/
5551	Canadian Prime Minister Justin Trudeau said his country had received more than 10 million immigration applications from Americans immediately after the 2016 presidential election.	false	https://www.snopes.com/fact-check/canada-receives-10-million-immigration-applications/
5552		false	https://www.snopes.com/fact-check/stormin39-doorman/
5553		false	https://www.snopes.com/fact-check/transgender-suicides-after-2016-election/
5554		false	https://www.snopes.com/fact-check/obamaphones-to-be-cut-off/
5555	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5556	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5557	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5558	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5559	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5560	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5561	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5562	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5563	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5564	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5565		false	https://www.snopes.com/fact-check/janet-reno-donald-trump-never/
5566		false	https://www.snopes.com/fact-check/trump-rally-chant/
5567	The KKK marched on a bridge in North Carolina to celebrate Donald Trump's presidential victory.	false	https://www.snopes.com/fact-check/klan-marches-celebrate-trump-victory/
5568	A dead gorilla named Harambe received 15,000 votes in the 2016 U.S. presidential election.	false	https://www.snopes.com/fact-check/harambe-15000-votes/
5569		false	https://www.snopes.com/fact-check/simpsons-trump-prediction/
5570	Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.	false	https://www.snopes.com/fact-check/supermoon-tidal-waves-earthquakes/
5571		True	https://www.snopes.com/fact-check/baltimore-prosecutor-deletes-election-day-ballot-picture/
5572		false	https://www.snopes.com/fact-check/get-out-of-the-vote/
5573	A Catholic priest placed an aborted fetus on the altar to urge parishioners to vote for Trump.	True	https://www.snopes.com/fact-check/catholic-priest-put-aborted-fetus-on-altar/
5574		false	https://www.snopes.com/fact-check/al-capone-woman-president/
5575		false	https://www.snopes.com/fact-check/middle-finger-to-the-lord/
5576	Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.	True	https://www.snopes.com/fact-check/eric-trump-tweets-illegal-ballot-selfie/
5577	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5578	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5579	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5580	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5581	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5582	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5583	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5584	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5585	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5586	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5587	Hillary Clinton's staff is set to disable all the nation's electronic devices to hide further e-mail leaks.	false	https://www.snopes.com/fact-check/clinton-staffers-ready-emp/
5588		True	https://www.snopes.com/fact-check/death-penalty/
5589	"A van full of ""illegals"" traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton."	false	https://www.snopes.com/fact-check/van-full-of-illegals-shows-up-to-vote-clinton-at-six-polling-places/
5590		false	https://www.snopes.com/fact-check/ivanka-trump-disavows-her-father/
5591		false	https://www.snopes.com/fact-check/dont-selfie-your-ballot/
5592	Donald Trump supporters made racist comments over CB radios during a pro-Trump parade.	false	https://www.snopes.com/fact-check/trump-convoy-caught-spewing-racism-on-cb-radios/
5593		false	https://www.snopes.com/fact-check/clinton-paid-beyonce-and-jay-z/
5594	"South Carolina exit polls asked voters whether black people had become ""too demanding"" on the subject of civil rights."	True	https://www.snopes.com/fact-check/civil-blights-movement/
5595		false	https://www.snopes.com/fact-check/nbc-accidentally-posts-election-results-a-week-early/
5596	"A Newsweek-branded ""Madam President"" publication cover declared Hillary Clinton the winner of the presidential election prior to 8 November 2016."	false	https://www.snopes.com/fact-check/clinton-newsweek-cover/
5597	"A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt."	True	https://www.snopes.com/fact-check/hillary-clinton-communes-with-the-spirit-of-eleanor-roosevelt/
5598		false	https://www.snopes.com/fact-check/fbi-director-james-comeys-trump-sign/
5599	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5600	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5601	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
5602	Willie Nelson fell seriously ill in May 2018.	false	https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5603	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5604	A new Facebook algorithm only shows posts from about two dozen friends in your newsfeed.	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5605	The NRA is a tax-exempt nonprofit organization.	True	https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5606	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	True	https://www.snopes.com/fact-check/white-house-comment-line-trump/
5607	Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.	True	https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5608	President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.	True	https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5609		false	https://www.snopes.com/fact-check/e-mail-from-huma-abedin-to-brother/
5610	"President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do."	false	https://www.snopes.com/fact-check/obama-encouraged-illegal-aliens-to-vote/
5611	An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.	false	https://www.snopes.com/fact-check/fbi-agent-murder-suicide/
5612		True	https://www.snopes.com/fact-check/liar-in-hillary-clintons-name/
5613		false	https://www.snopes.com/fact-check/hillary-caught-trashing-beyonce/
5614	Coconut oil has a positive effect on cognition and focus.	false	https://www.snopes.com/fact-check/coconut-oil-improves-focus-and-cognition/
5615	Sixteen girls were impregnated after a boy ejaculated in a swimming pool.	false	https://www.snopes.com/fact-check/girls-impregnated-swimming-in-pool/
5616	"Hillary Clinton and John Podesta practice a satanic ritual known as ""spirit cooking."""	false	https://www.snopes.com/fact-check/john-podesta-spirit-cooking/
5617		false	https://www.snopes.com/fact-check/homeland-security-indicts-hillary/
5618	Dunkin Donuts' new holiday cup features an image of Richard Dawkins giving the finger.	false	https://www.snopes.com/fact-check/dunkin-donuts-holiday-cup/
5619	Donald Trump threatened to deport Puerto Rican Broadway star Lin-Manuel Miranda.	false	https://www.snopes.com/fact-check/trump-to-deport-lin-manuel-miranda/
5620	"An electoral map based on Facebook analytics shows Donald Trump winning the 2016 presidential election in a ""clean sweep."""	false	https://www.snopes.com/fact-check/facebook-analytics-electoral-map-shows-trump-sweep/
5621	"Pilot Flying J removed American flags from their flagpoles because ""foreigners were offended."""	false	https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5622	Each refugee in Canada receives $3,874 every month from the government under the Resettlement Assistance Program.	false	https://www.snopes.com/fact-check/canada-refugee-benefits/
5623	Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.	false	https://www.snopes.com/fact-check/cut-onions-contamination/
